id,script_id,language,label,scenario,wake_variant,text,normalized_text,template_id,split_group,split,source_id,source_license
v4s_ko_15cf376263db82bf,v4s_ko_15cf376263db82bf,ko,negative,ordinary_negative,,밖에 나가기 전에 비가 오는 것 같아.,밖에 나가기 전에 비가 오는 것 같아,v4s_ko_15cf376263db82bf,v4s_ko_15cf376263db82bf,train,okja_original_scripts,project-owned original text
v4s_ko_1d972f0697232ca4,v4s_ko_1d972f0697232ca4,ko,negative,ordinary_negative,,저녁에 오늘은 집에서 쉬고 싶어.,저녁에 오늘은 집에서 쉬고 싶어,v4s_ko_1d972f0697232ca4,v4s_ko_1d972f0697232ca4,validation,okja_original_scripts,project-owned original text
v4s_ko_49cf183927ce4f0e,v4s_ko_49cf183927ce4f0e,ko,negative,ordinary_negative,,내일 전화가 계속 오네.,내일 전화가 계속 오네,v4s_ko_49cf183927ce4f0e,v4s_ko_49cf183927ce4f0e,train,okja_original_scripts,project-owned original text
v4s_ko_18028d9c7e78db3b,v4s_ko_18028d9c7e78db3b,ko,negative,ordinary_negative,,밖에 나가기 전에 택배 어디 뒀어?,밖에 나가기 전에 택배 어디 뒀어,v4s_ko_18028d9c7e78db3b,v4s_ko_18028d9c7e78db3b,train,okja_original_scripts,project-owned original text
v4s_ko_f9149a433927b5c6,v4s_ko_f9149a433927b5c6,ko,negative,ordinary_negative,,텔레비전 보다가 그 사람 이름이 뭐였지?,텔레비전 보다가 그 사람 이름이 뭐였지,v4s_ko_f9149a433927b5c6,v4s_ko_f9149a433927b5c6,train,okja_original_scripts,project-owned original text
v4s_ko_6c72ace985599967,v4s_ko_6c72ace985599967,ko,negative,ordinary_negative,,텔레비전 보다가 뭐 먹을까?,텔레비전 보다가 뭐 먹을까,v4s_ko_6c72ace985599967,v4s_ko_6c72ace985599967,train,okja_original_scripts,project-owned original text
v4s_ko_ec05801bb7049948,v4s_ko_ec05801bb7049948,ko,negative,ordinary_negative,,오늘 이거 어디에서 샀어?,오늘 이거 어디에서 샀어,v4s_ko_ec05801bb7049948,v4s_ko_ec05801bb7049948,train,okja_original_scripts,project-owned original text
v4s_ko_7c7b1ee048c2be2e,v4s_ko_7c7b1ee048c2be2e,ko,negative,ordinary_negative,,저녁에 몇 시에 출발할 거야?,저녁에 몇 시에 출발할 거야,v4s_ko_7c7b1ee048c2be2e,v4s_ko_7c7b1ee048c2be2e,train,okja_original_scripts,project-owned original text
v4s_ko_dcbc7a9d3e2b0fba,v4s_ko_dcbc7a9d3e2b0fba,ko,negative,ordinary_negative,,저녁에 그 사람 이름이 뭐였지?,저녁에 그 사람 이름이 뭐였지,v4s_ko_dcbc7a9d3e2b0fba,v4s_ko_dcbc7a9d3e2b0fba,train,okja_original_scripts,project-owned original text
v4s_ko_24e4036b473aeb3c,v4s_ko_24e4036b473aeb3c,ko,negative,ordinary_negative,,점심에 몇 시에 출발할 거야?,점심에 몇 시에 출발할 거야,v4s_ko_24e4036b473aeb3c,v4s_ko_24e4036b473aeb3c,train,okja_original_scripts,project-owned original text
v4s_ko_e93d848d752742b7,v4s_ko_e93d848d752742b7,ko,negative,ordinary_negative,,아까 냉장고에 넣어 놨어.,아까 냉장고에 넣어 놨어,v4s_ko_e93d848d752742b7,v4s_ko_e93d848d752742b7,train,okja_original_scripts,project-owned original text
v4s_ko_94247aa7f81cf6c4,v4s_ko_94247aa7f81cf6c4,ko,negative,ordinary_negative,,집에 오면 택배 어디 뒀어?,집에 오면 택배 어디 뒀어,v4s_ko_94247aa7f81cf6c4,v4s_ko_94247aa7f81cf6c4,train,okja_original_scripts,project-owned original text
v4s_ko_e1b3234d0d271626,v4s_ko_e1b3234d0d271626,ko,negative,ordinary_negative,,밥 먹고 커피 한 잔 마실래?,밥 먹고 커피 한 잔 마실래,v4s_ko_e1b3234d0d271626,v4s_ko_e1b3234d0d271626,train,okja_original_scripts,project-owned original text
v4s_ko_c80f65594e0464c6,v4s_ko_c80f65594e0464c6,ko,negative,ordinary_negative,,지금 커피 한 잔 마실래?,지금 커피 한 잔 마실래,v4s_ko_c80f65594e0464c6,v4s_ko_c80f65594e0464c6,train,okja_original_scripts,project-owned original text
v4s_ko_994cc6bc120c0926,v4s_ko_994cc6bc120c0926,ko,negative,ordinary_negative,,밥 먹고 창문 좀 닫아줘.,밥 먹고 창문 좀 닫아줘,v4s_ko_994cc6bc120c0926,v4s_ko_994cc6bc120c0926,train,okja_original_scripts,project-owned original text
v4s_ko_25741d8073d274df,v4s_ko_25741d8073d274df,ko,negative,ordinary_negative,,밥 먹고 문이 열려 있는 것 같은데.,밥 먹고 문이 열려 있는 것 같은데,v4s_ko_25741d8073d274df,v4s_ko_25741d8073d274df,train,okja_original_scripts,project-owned original text
v4s_ko_2679682b6e8ea36a,v4s_ko_2679682b6e8ea36a,ko,negative,ordinary_negative,,집에 오면 전화가 계속 오네.,집에 오면 전화가 계속 오네,v4s_ko_2679682b6e8ea36a,v4s_ko_2679682b6e8ea36a,train,okja_original_scripts,project-owned original text
v4s_ko_7068728dc4cc5a25,v4s_ko_7068728dc4cc5a25,ko,negative,ordinary_negative,,집에 오면 이거 어디에서 샀어?,집에 오면 이거 어디에서 샀어,v4s_ko_7068728dc4cc5a25,v4s_ko_7068728dc4cc5a25,train,okja_original_scripts,project-owned original text
v4s_ko_25a4dba65dd3be14,v4s_ko_25a4dba65dd3be14,ko,negative,ordinary_negative,,밖에 나가기 전에 전화가 계속 오네.,밖에 나가기 전에 전화가 계속 오네,v4s_ko_25a4dba65dd3be14,v4s_ko_25a4dba65dd3be14,train,okja_original_scripts,project-owned original text
v4s_ko_30bbb8f6e28fc946,v4s_ko_30bbb8f6e28fc946,ko,negative,ordinary_negative,,아까 이거 어디에서 샀어?,아까 이거 어디에서 샀어,v4s_ko_30bbb8f6e28fc946,v4s_ko_30bbb8f6e28fc946,train,okja_original_scripts,project-owned original text
v4s_ko_38257b4d4279a9cc,v4s_ko_38257b4d4279a9cc,ko,negative,ordinary_negative,,지금 비가 오는 것 같아.,지금 비가 오는 것 같아,v4s_ko_38257b4d4279a9cc,v4s_ko_38257b4d4279a9cc,train,okja_original_scripts,project-owned original text
v4s_ko_17915f0862fc3683,v4s_ko_17915f0862fc3683,ko,negative,ordinary_negative,,전화 끝나고 뭐 먹을까?,전화 끝나고 뭐 먹을까,v4s_ko_17915f0862fc3683,v4s_ko_17915f0862fc3683,validation,okja_original_scripts,project-owned original text
v4s_ko_66c38d39662ed0a0,v4s_ko_66c38d39662ed0a0,ko,negative,ordinary_negative,,점심에 소리가 너무 큰 것 같아.,점심에 소리가 너무 큰 것 같아,v4s_ko_66c38d39662ed0a0,v4s_ko_66c38d39662ed0a0,validation,okja_original_scripts,project-owned original text
v4s_ko_e220ee96eeba9d0d,v4s_ko_e220ee96eeba9d0d,ko,negative,ordinary_negative,,집에 오면 커피 한 잔 마실래?,집에 오면 커피 한 잔 마실래,v4s_ko_e220ee96eeba9d0d,v4s_ko_e220ee96eeba9d0d,validation,okja_original_scripts,project-owned original text
v4s_ko_44b76a8975e96380,v4s_ko_44b76a8975e96380,ko,negative,ordinary_negative,,주말에 조금 있다가 다시 이야기하자.,주말에 조금 있다가 다시 이야기하자,v4s_ko_44b76a8975e96380,v4s_ko_44b76a8975e96380,train,okja_original_scripts,project-owned original text
v4s_ko_26c1d2475e3e7e03,v4s_ko_26c1d2475e3e7e03,ko,negative,ordinary_negative,,내일 비가 오는 것 같아.,내일 비가 오는 것 같아,v4s_ko_26c1d2475e3e7e03,v4s_ko_26c1d2475e3e7e03,train,okja_original_scripts,project-owned original text
v4s_ko_c1f2841f3c352690,v4s_ko_c1f2841f3c352690,ko,negative,ordinary_negative,,텔레비전 보다가 소리가 너무 큰 것 같아.,텔레비전 보다가 소리가 너무 큰 것 같아,v4s_ko_c1f2841f3c352690,v4s_ko_c1f2841f3c352690,train,okja_original_scripts,project-owned original text
v4s_ko_cd12c755e11625ca,v4s_ko_cd12c755e11625ca,ko,negative,ordinary_negative,,전화 끝나고 이거 어디에서 샀어?,전화 끝나고 이거 어디에서 샀어,v4s_ko_cd12c755e11625ca,v4s_ko_cd12c755e11625ca,train,okja_original_scripts,project-owned original text
v4s_ko_95823c1b81b3b0e7,v4s_ko_95823c1b81b3b0e7,ko,negative,ordinary_negative,,주말에 냉장고에 넣어 놨어.,주말에 냉장고에 넣어 놨어,v4s_ko_95823c1b81b3b0e7,v4s_ko_95823c1b81b3b0e7,train,okja_original_scripts,project-owned original text
v4s_ko_d9c2f3f2c493b6aa,v4s_ko_d9c2f3f2c493b6aa,ko,negative,ordinary_negative,,지금 창문 좀 닫아줘.,지금 창문 좀 닫아줘,v4s_ko_d9c2f3f2c493b6aa,v4s_ko_d9c2f3f2c493b6aa,train,okja_original_scripts,project-owned original text
v4s_ko_f5b333f18ecf2d2c,v4s_ko_f5b333f18ecf2d2c,ko,negative,ordinary_negative,,내일 뭐 먹을까?,내일 뭐 먹을까,v4s_ko_f5b333f18ecf2d2c,v4s_ko_f5b333f18ecf2d2c,validation,okja_original_scripts,project-owned original text
v4s_ko_d876f8447dd0b377,v4s_ko_d876f8447dd0b377,ko,negative,ordinary_negative,,오늘 비가 오는 것 같아.,오늘 비가 오는 것 같아,v4s_ko_d876f8447dd0b377,v4s_ko_d876f8447dd0b377,train,okja_original_scripts,project-owned original text
v4s_ko_7141f3b0f6ead9ec,v4s_ko_7141f3b0f6ead9ec,ko,negative,ordinary_negative,,전화 끝나고 냉장고에 넣어 놨어.,전화 끝나고 냉장고에 넣어 놨어,v4s_ko_7141f3b0f6ead9ec,v4s_ko_7141f3b0f6ead9ec,train,okja_original_scripts,project-owned original text
v4s_ko_13f2dc6758e4dc44,v4s_ko_13f2dc6758e4dc44,ko,negative,ordinary_negative,,내일 잠깐만 기다려 봐.,내일 잠깐만 기다려 봐,v4s_ko_13f2dc6758e4dc44,v4s_ko_13f2dc6758e4dc44,train,okja_original_scripts,project-owned original text
v4s_ko_bf36548338210e3b,v4s_ko_bf36548338210e3b,ko,negative,ordinary_negative,,저녁에 이거 어디에서 샀어?,저녁에 이거 어디에서 샀어,v4s_ko_bf36548338210e3b,v4s_ko_bf36548338210e3b,train,okja_original_scripts,project-owned original text
v4s_ko_3a62a2286132df60,v4s_ko_3a62a2286132df60,ko,negative,ordinary_negative,,아까 창문 좀 닫아줘.,아까 창문 좀 닫아줘,v4s_ko_3a62a2286132df60,v4s_ko_3a62a2286132df60,train,okja_original_scripts,project-owned original text
v4s_ko_98ea631543b512eb,v4s_ko_98ea631543b512eb,ko,negative,ordinary_negative,,점심에 전화가 계속 오네.,점심에 전화가 계속 오네,v4s_ko_98ea631543b512eb,v4s_ko_98ea631543b512eb,train,okja_original_scripts,project-owned original text
v4s_ko_e4fb95d0c0bf16d8,v4s_ko_e4fb95d0c0bf16d8,ko,negative,ordinary_negative,,밖에 나가기 전에 뭐 먹을까?,밖에 나가기 전에 뭐 먹을까,v4s_ko_e4fb95d0c0bf16d8,v4s_ko_e4fb95d0c0bf16d8,train,okja_original_scripts,project-owned original text
v4s_ko_16d50ecdf9686889,v4s_ko_16d50ecdf9686889,ko,negative,ordinary_negative,,아까 소리가 너무 큰 것 같아.,아까 소리가 너무 큰 것 같아,v4s_ko_16d50ecdf9686889,v4s_ko_16d50ecdf9686889,train,okja_original_scripts,project-owned original text
v4s_ko_1cbee6ee7ef92c4c,v4s_ko_1cbee6ee7ef92c4c,ko,negative,ordinary_negative,,집에 오면 뭐 먹을까?,집에 오면 뭐 먹을까,v4s_ko_1cbee6ee7ef92c4c,v4s_ko_1cbee6ee7ef92c4c,train,okja_original_scripts,project-owned original text
v4s_ko_0169e60408513adb,v4s_ko_0169e60408513adb,ko,negative,ordinary_negative,,밖에 나가기 전에 창문 좀 닫아줘.,밖에 나가기 전에 창문 좀 닫아줘,v4s_ko_0169e60408513adb,v4s_ko_0169e60408513adb,train,okja_original_scripts,project-owned original text
v4s_ko_020ac2e0fa76982f,v4s_ko_020ac2e0fa76982f,ko,negative,ordinary_negative,,점심에 이거 어디에서 샀어?,점심에 이거 어디에서 샀어,v4s_ko_020ac2e0fa76982f,v4s_ko_020ac2e0fa76982f,validation,okja_original_scripts,project-owned original text
v4s_ko_d2c93583d6d0b362,v4s_ko_d2c93583d6d0b362,ko,negative,ordinary_negative,,지금 문이 열려 있는 것 같은데.,지금 문이 열려 있는 것 같은데,v4s_ko_d2c93583d6d0b362,v4s_ko_d2c93583d6d0b362,train,okja_original_scripts,project-owned original text
v4s_ko_edcaa83e409f2b25,v4s_ko_edcaa83e409f2b25,ko,negative,ordinary_negative,,텔레비전 보다가 창문 좀 닫아줘.,텔레비전 보다가 창문 좀 닫아줘,v4s_ko_edcaa83e409f2b25,v4s_ko_edcaa83e409f2b25,train,okja_original_scripts,project-owned original text
v4s_ko_2b4d9d981298111f,v4s_ko_2b4d9d981298111f,ko,negative,ordinary_negative,,내일 택배 어디 뒀어?,내일 택배 어디 뒀어,v4s_ko_2b4d9d981298111f,v4s_ko_2b4d9d981298111f,validation,okja_original_scripts,project-owned original text
v4s_ko_d3cd81ee176f33a0,v4s_ko_d3cd81ee176f33a0,ko,negative,ordinary_negative,,전화 끝나고 택배 어디 뒀어?,전화 끝나고 택배 어디 뒀어,v4s_ko_d3cd81ee176f33a0,v4s_ko_d3cd81ee176f33a0,train,okja_original_scripts,project-owned original text
v4s_ko_b81b80aae116ccec,v4s_ko_b81b80aae116ccec,ko,negative,ordinary_negative,,밖에 나가기 전에 커피 한 잔 마실래?,밖에 나가기 전에 커피 한 잔 마실래,v4s_ko_b81b80aae116ccec,v4s_ko_b81b80aae116ccec,validation,okja_original_scripts,project-owned original text
v4s_ko_5ef78a1bd4795f62,v4s_ko_5ef78a1bd4795f62,ko,negative,ordinary_negative,,밖에 나가기 전에 오늘은 집에서 쉬고 싶어.,밖에 나가기 전에 오늘은 집에서 쉬고 싶어,v4s_ko_5ef78a1bd4795f62,v4s_ko_5ef78a1bd4795f62,validation,okja_original_scripts,project-owned original text
v4s_ko_c022c27219aab9af,v4s_ko_c022c27219aab9af,ko,negative,ordinary_negative,,전화 끝나고 조금 있다가 다시 이야기하자.,전화 끝나고 조금 있다가 다시 이야기하자,v4s_ko_c022c27219aab9af,v4s_ko_c022c27219aab9af,train,okja_original_scripts,project-owned original text
v4s_ko_afb34b760d27899d,v4s_ko_afb34b760d27899d,ko,negative,ordinary_negative,,집에 오면 문이 열려 있는 것 같은데.,집에 오면 문이 열려 있는 것 같은데,v4s_ko_afb34b760d27899d,v4s_ko_afb34b760d27899d,validation,okja_original_scripts,project-owned original text
v4s_ko_900bdd8298437f5e,v4s_ko_900bdd8298437f5e,ko,negative,ordinary_negative,,아까 전화가 계속 오네.,아까 전화가 계속 오네,v4s_ko_900bdd8298437f5e,v4s_ko_900bdd8298437f5e,train,okja_original_scripts,project-owned original text
v4s_ko_aad257c7c1bc5bd8,v4s_ko_aad257c7c1bc5bd8,ko,negative,ordinary_negative,,저녁에 소리가 너무 큰 것 같아.,저녁에 소리가 너무 큰 것 같아,v4s_ko_aad257c7c1bc5bd8,v4s_ko_aad257c7c1bc5bd8,validation,okja_original_scripts,project-owned original text
v4s_ko_82121b273f010e48,v4s_ko_82121b273f010e48,ko,negative,ordinary_negative,,점심에 뭐 먹을까?,점심에 뭐 먹을까,v4s_ko_82121b273f010e48,v4s_ko_82121b273f010e48,train,okja_original_scripts,project-owned original text
v4s_ko_b3f370bc76a37a7d,v4s_ko_b3f370bc76a37a7d,ko,negative,ordinary_negative,,오늘 오늘은 집에서 쉬고 싶어.,오늘 오늘은 집에서 쉬고 싶어,v4s_ko_b3f370bc76a37a7d,v4s_ko_b3f370bc76a37a7d,train,okja_original_scripts,project-owned original text
v4s_ko_2426ba1d25d304f8,v4s_ko_2426ba1d25d304f8,ko,negative,ordinary_negative,,지금 몇 시에 출발할 거야?,지금 몇 시에 출발할 거야,v4s_ko_2426ba1d25d304f8,v4s_ko_2426ba1d25d304f8,train,okja_original_scripts,project-owned original text
v4s_ko_b04dddabf855ad66,v4s_ko_b04dddabf855ad66,ko,negative,ordinary_negative,,밥 먹고 비가 오는 것 같아.,밥 먹고 비가 오는 것 같아,v4s_ko_b04dddabf855ad66,v4s_ko_b04dddabf855ad66,train,okja_original_scripts,project-owned original text
v4s_ko_9d9680b70c2d9f06,v4s_ko_9d9680b70c2d9f06,ko,negative,ordinary_negative,,지금 뭐 먹을까?,지금 뭐 먹을까,v4s_ko_9d9680b70c2d9f06,v4s_ko_9d9680b70c2d9f06,train,okja_original_scripts,project-owned original text
v4s_ko_ea1ed180c858438b,v4s_ko_ea1ed180c858438b,ko,negative,ordinary_negative,,아까 문이 열려 있는 것 같은데.,아까 문이 열려 있는 것 같은데,v4s_ko_ea1ed180c858438b,v4s_ko_ea1ed180c858438b,train,okja_original_scripts,project-owned original text
v4s_ko_2ecc83b1f4b11ded,v4s_ko_2ecc83b1f4b11ded,ko,negative,ordinary_negative,,주말에 택배 어디 뒀어?,주말에 택배 어디 뒀어,v4s_ko_2ecc83b1f4b11ded,v4s_ko_2ecc83b1f4b11ded,train,okja_original_scripts,project-owned original text
v4s_ko_e7b7231e2b99b964,v4s_ko_e7b7231e2b99b964,ko,negative,ordinary_negative,,밥 먹고 뭐 먹을까?,밥 먹고 뭐 먹을까,v4s_ko_e7b7231e2b99b964,v4s_ko_e7b7231e2b99b964,validation,okja_original_scripts,project-owned original text
v4s_ko_2d10256345c7482b,v4s_ko_2d10256345c7482b,ko,negative,ordinary_negative,,집에 오면 잠깐만 기다려 봐.,집에 오면 잠깐만 기다려 봐,v4s_ko_2d10256345c7482b,v4s_ko_2d10256345c7482b,train,okja_original_scripts,project-owned original text
v4s_ko_f12a005a9e23f648,v4s_ko_f12a005a9e23f648,ko,negative,ordinary_negative,,지금 택배 어디 뒀어?,지금 택배 어디 뒀어,v4s_ko_f12a005a9e23f648,v4s_ko_f12a005a9e23f648,train,okja_original_scripts,project-owned original text
v4s_ko_06462bd571bda0e4,v4s_ko_06462bd571bda0e4,ko,negative,ordinary_negative,,텔레비전 보다가 비가 오는 것 같아.,텔레비전 보다가 비가 오는 것 같아,v4s_ko_06462bd571bda0e4,v4s_ko_06462bd571bda0e4,train,okja_original_scripts,project-owned original text
v4s_ko_e49dca8771a28ca3,v4s_ko_e49dca8771a28ca3,ko,negative,ordinary_negative,,오늘 커피 한 잔 마실래?,오늘 커피 한 잔 마실래,v4s_ko_e49dca8771a28ca3,v4s_ko_e49dca8771a28ca3,validation,okja_original_scripts,project-owned original text
v4s_ko_65bd3cd192223cdd,v4s_ko_65bd3cd192223cdd,ko,negative,ordinary_negative,,저녁에 택배 어디 뒀어?,저녁에 택배 어디 뒀어,v4s_ko_65bd3cd192223cdd,v4s_ko_65bd3cd192223cdd,train,okja_original_scripts,project-owned original text
v4s_ko_be6157b422b3cf5f,v4s_ko_be6157b422b3cf5f,ko,negative,ordinary_negative,,점심에 택배 어디 뒀어?,점심에 택배 어디 뒀어,v4s_ko_be6157b422b3cf5f,v4s_ko_be6157b422b3cf5f,train,okja_original_scripts,project-owned original text
v4s_ko_a65f84991735d2ee,v4s_ko_a65f84991735d2ee,ko,negative,ordinary_negative,,전화 끝나고 문이 열려 있는 것 같은데.,전화 끝나고 문이 열려 있는 것 같은데,v4s_ko_a65f84991735d2ee,v4s_ko_a65f84991735d2ee,train,okja_original_scripts,project-owned original text
v4s_ko_24a8e39c3c3f1d2a,v4s_ko_24a8e39c3c3f1d2a,ko,negative,ordinary_negative,,집에 오면 창문 좀 닫아줘.,집에 오면 창문 좀 닫아줘,v4s_ko_24a8e39c3c3f1d2a,v4s_ko_24a8e39c3c3f1d2a,train,okja_original_scripts,project-owned original text
v4s_ko_ab659b4424900cbf,v4s_ko_ab659b4424900cbf,ko,negative,ordinary_negative,,밥 먹고 몇 시에 출발할 거야?,밥 먹고 몇 시에 출발할 거야,v4s_ko_ab659b4424900cbf,v4s_ko_ab659b4424900cbf,train,okja_original_scripts,project-owned original text
v4s_ko_63ae0bab7dea536e,v4s_ko_63ae0bab7dea536e,ko,negative,ordinary_negative,,밥 먹고 잠깐만 기다려 봐.,밥 먹고 잠깐만 기다려 봐,v4s_ko_63ae0bab7dea536e,v4s_ko_63ae0bab7dea536e,train,okja_original_scripts,project-owned original text
v4s_ko_e54734276bc2a2f2,v4s_ko_e54734276bc2a2f2,ko,negative,ordinary_negative,,점심에 비가 오는 것 같아.,점심에 비가 오는 것 같아,v4s_ko_e54734276bc2a2f2,v4s_ko_e54734276bc2a2f2,validation,okja_original_scripts,project-owned original text
v4s_ko_553cf19d4ab47975,v4s_ko_553cf19d4ab47975,ko,negative,ordinary_negative,,내일 창문 좀 닫아줘.,내일 창문 좀 닫아줘,v4s_ko_553cf19d4ab47975,v4s_ko_553cf19d4ab47975,train,okja_original_scripts,project-owned original text
v4s_ko_914e42aa62cb853e,v4s_ko_914e42aa62cb853e,ko,negative,ordinary_negative,,오늘 잠깐만 기다려 봐.,오늘 잠깐만 기다려 봐,v4s_ko_914e42aa62cb853e,v4s_ko_914e42aa62cb853e,train,okja_original_scripts,project-owned original text
v4s_en_7b9d2c821ae6d263,v4s_en_7b9d2c821ae6d263,en,negative,ordinary_negative,,"Earlier, I put it in the refrigerator.",earlier i put it in the refrigerator,v4s_en_7b9d2c821ae6d263,v4s_en_7b9d2c821ae6d263,train,okja_original_scripts,project-owned original text
v4s_en_72f468f6fb325b75,v4s_en_72f468f6fb325b75,en,negative,ordinary_negative,,"Today, what time are we leaving?",today what time are we leaving,v4s_en_72f468f6fb325b75,v4s_en_72f468f6fb325b75,train,okja_original_scripts,project-owned original text
v4s_en_55100dd3b4af27f5,v4s_en_55100dd3b4af27f5,en,negative,ordinary_negative,,"Today, I think it is raining.",today i think it is raining,v4s_en_55100dd3b4af27f5,v4s_en_55100dd3b4af27f5,validation,okja_original_scripts,project-owned original text
v4s_en_e2678cd76c27fbf5,v4s_en_e2678cd76c27fbf5,en,negative,ordinary_negative,,"After dinner, what should we eat?",after dinner what should we eat,v4s_en_e2678cd76c27fbf5,v4s_en_e2678cd76c27fbf5,train,okja_original_scripts,project-owned original text
v4s_en_899365507c53b76b,v4s_en_899365507c53b76b,en,negative,ordinary_negative,,"After the call, where did you put the package?",after the call where did you put the package,v4s_en_899365507c53b76b,v4s_en_899365507c53b76b,validation,okja_original_scripts,project-owned original text
v4s_en_accde43286d11d71,v4s_en_accde43286d11d71,en,negative,ordinary_negative,,"After the call, what was that person's name?",after the call what was that person s name,v4s_en_accde43286d11d71,v4s_en_accde43286d11d71,train,okja_original_scripts,project-owned original text
v4s_en_1e3073fc5e1d4fe2,v4s_en_1e3073fc5e1d4fe2,en,negative,ordinary_negative,,"This weekend, please close the window.",this weekend please close the window,v4s_en_1e3073fc5e1d4fe2,v4s_en_1e3073fc5e1d4fe2,train,okja_original_scripts,project-owned original text
v4s_en_7ecb5876542080d4,v4s_en_7ecb5876542080d4,en,negative,ordinary_negative,,"Tomorrow, I want to stay home today.",tomorrow i want to stay home today,v4s_en_7ecb5876542080d4,v4s_en_7ecb5876542080d4,validation,okja_original_scripts,project-owned original text
v4s_en_7151170459740a9e,v4s_en_7151170459740a9e,en,negative,ordinary_negative,,"While the TV is on, what time are we leaving?",while the tv is on what time are we leaving,v4s_en_7151170459740a9e,v4s_en_7151170459740a9e,train,okja_original_scripts,project-owned original text
v4s_en_c6eda1b66b166391,v4s_en_c6eda1b66b166391,en,negative,ordinary_negative,,"This weekend, where did you put the package?",this weekend where did you put the package,v4s_en_c6eda1b66b166391,v4s_en_c6eda1b66b166391,train,okja_original_scripts,project-owned original text
v4s_en_fda5ec905920758c,v4s_en_fda5ec905920758c,en,negative,ordinary_negative,,"While the TV is on, I think it is raining.",while the tv is on i think it is raining,v4s_en_fda5ec905920758c,v4s_en_fda5ec905920758c,validation,okja_original_scripts,project-owned original text
v4s_en_8439a685fd4d85e3,v4s_en_8439a685fd4d85e3,en,negative,ordinary_negative,,"Earlier, please close the window.",earlier please close the window,v4s_en_8439a685fd4d85e3,v4s_en_8439a685fd4d85e3,train,okja_original_scripts,project-owned original text
v4s_en_cb0ab688dc83b3d9,v4s_en_cb0ab688dc83b3d9,en,negative,ordinary_negative,,"Earlier, I want to stay home today.",earlier i want to stay home today,v4s_en_cb0ab688dc83b3d9,v4s_en_cb0ab688dc83b3d9,validation,okja_original_scripts,project-owned original text
v4s_en_f29dc17c4c9d808b,v4s_en_f29dc17c4c9d808b,en,negative,ordinary_negative,,"After dinner, do you want some coffee?",after dinner do you want some coffee,v4s_en_f29dc17c4c9d808b,v4s_en_f29dc17c4c9d808b,train,okja_original_scripts,project-owned original text
v4s_en_2d1b7b236017ef5e,v4s_en_2d1b7b236017ef5e,en,negative,ordinary_negative,,"Earlier, where did you put the package?",earlier where did you put the package,v4s_en_2d1b7b236017ef5e,v4s_en_2d1b7b236017ef5e,train,okja_original_scripts,project-owned original text
v4s_en_afcfc4460ab6320f,v4s_en_afcfc4460ab6320f,en,negative,ordinary_negative,,"After the call, what time are we leaving?",after the call what time are we leaving,v4s_en_afcfc4460ab6320f,v4s_en_afcfc4460ab6320f,train,okja_original_scripts,project-owned original text
v4s_en_c1222a4885763fbb,v4s_en_c1222a4885763fbb,en,negative,ordinary_negative,,"Today, I want to stay home today.",today i want to stay home today,v4s_en_c1222a4885763fbb,v4s_en_c1222a4885763fbb,train,okja_original_scripts,project-owned original text
v4s_en_748eb1a2d25e3266,v4s_en_748eb1a2d25e3266,en,negative,ordinary_negative,,"Today, where did you put the package?",today where did you put the package,v4s_en_748eb1a2d25e3266,v4s_en_748eb1a2d25e3266,train,okja_original_scripts,project-owned original text
v4s_en_16ad6b90bc89fe49,v4s_en_16ad6b90bc89fe49,en,negative,ordinary_negative,,"When I get home, I want to stay home today.",when i get home i want to stay home today,v4s_en_16ad6b90bc89fe49,v4s_en_16ad6b90bc89fe49,validation,okja_original_scripts,project-owned original text
v4s_en_7e9a11b407a93e34,v4s_en_7e9a11b407a93e34,en,negative,ordinary_negative,,"Before we leave, wait a second.",before we leave wait a second,v4s_en_7e9a11b407a93e34,v4s_en_7e9a11b407a93e34,validation,okja_original_scripts,project-owned original text
v4s_en_8063b9d070efd093,v4s_en_8063b9d070efd093,en,negative,ordinary_negative,,"After dinner, let's talk about it later.",after dinner let s talk about it later,v4s_en_8063b9d070efd093,v4s_en_8063b9d070efd093,train,okja_original_scripts,project-owned original text
v4s_en_0725b93af401fc21,v4s_en_0725b93af401fc21,en,negative,ordinary_negative,,"This weekend, what should we eat?",this weekend what should we eat,v4s_en_0725b93af401fc21,v4s_en_0725b93af401fc21,train,okja_original_scripts,project-owned original text
v4s_en_f1f28b20964cf856,v4s_en_f1f28b20964cf856,en,negative,ordinary_negative,,"This weekend, I put it in the refrigerator.",this weekend i put it in the refrigerator,v4s_en_f1f28b20964cf856,v4s_en_f1f28b20964cf856,train,okja_original_scripts,project-owned original text
v4s_en_091768a8e88c5569,v4s_en_091768a8e88c5569,en,negative,ordinary_negative,,"Right now, where did you put the package?",right now where did you put the package,v4s_en_091768a8e88c5569,v4s_en_091768a8e88c5569,train,okja_original_scripts,project-owned original text
v4s_en_23ec64681ce088a1,v4s_en_23ec64681ce088a1,en,negative,ordinary_negative,,"While the TV is on, where did you put the package?",while the tv is on where did you put the package,v4s_en_23ec64681ce088a1,v4s_en_23ec64681ce088a1,train,okja_original_scripts,project-owned original text
v4s_en_18520cf07538b60a,v4s_en_18520cf07538b60a,en,negative,ordinary_negative,,"Tomorrow, please close the window.",tomorrow please close the window,v4s_en_18520cf07538b60a,v4s_en_18520cf07538b60a,train,okja_original_scripts,project-owned original text
